LastFoundTime,RiskName,RiskId,InstanceId,InstanceName,RegionId,PublicIp,PrivateIp,Item,Type,Level,Status
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Assign an account and permissions for each user,Access control,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Enable the security audit feature to audit important user activities and events of all users,Security audit,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,"Make sure that an audit log records the event date, time, user, event type, event status, and other related information",Security audit,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Make sure that only necessary components and applications are installed.,Intrusion Prevention,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Delete redundant and expired accounts in a timely manner to avoid shared accounts,Access control,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Apply the principle of least privilege to administrators to guarantee the separation of duties,Access control,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Specify the access method and IP address range to restrict terminals that have access to the local computer through the network,Intrusion Prevention,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,"Periodically back up audit logs in case of unexpected deletion, modification, or overwriting",Security audit,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,"Disable unnecessary system services, default sharing, and vulnerable ports",Intrusion Prevention,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Make sure that known vulnerabilities can be detected and fixed,Intrusion Prevention,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Implement technical measures that protect the system from malicious code or active immune and trusted verification mechanisms that can detect and block intrusions and viruses,Evil Code Prevention,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Prevent authentication information eavesdropping during remote management of servers,Identity authentication,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Make sure that the audit process is not interrupted unexpectedly,Security audit,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Grant permissions to users and processes for accessing a specific file or database table,Access control,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Make sure that intrusions into your servers can be detected and alerts are triggered by high-risk intrusions ,Intrusion Prevention,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level III,47,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Allow a security principal to configure an access control policy to specify the rules for the principal's access to an object,Access control,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,"Make sure that each user has a unique user ID, does not use simple passwords, and changes the password periodically",Identity authentication,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,"Configure and enable measures of handling failed logons, including terminating the session, restricting the number of failed logons, and automatically terminating the session upon session timeout",Identity authentication,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,"Rename the default administrator account and modify its default password, or delete this account",Access control,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Assign an account and permissions for each user,Access control,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Enable the security audit feature to audit important user activities and events of all users,Security audit,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,"Make sure that an audit log records the event date, time, user, event type, event status, and other related information",Security audit,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Make sure that only necessary components and applications are installed.,Intrusion Prevention,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Delete redundant and expired accounts in a timely manner to avoid shared accounts,Access control,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Apply the principle of least privilege to administrators to guarantee the separation of duties,Access control,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Specify the access method and IP address range to restrict terminals that have access to the local computer through the network,Intrusion Prevention,high,Failed
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,"Periodically back up audit logs in case of unexpected deletion, modification, or overwriting",Security audit,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,"Disable unnecessary system services, default sharing, and vulnerable ports",Intrusion Prevention,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Make sure that known vulnerabilities can be detected and fixed,Intrusion Prevention,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Implement technical measures that protect the system from malicious code or active immune and trusted verification mechanisms that can detect and block intrusions and viruses,Evil Code Prevention,high,Success
2022-01-18 08:56:13,CentOS Linux 7 Baseline for China classified protection of cybersecurity-Level II,48,i-gw85pnpok1yn7z0xbfsr,vodafone-vpn-test,eu-central-1,47.254.159.6,172.21.1.131,Prevent authentication information eavesdropping during remote management of servers,Identity authentication,high,Success
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Config the Event Audit policys,Security audit,high,Failed
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Make sure that each user has a unique user ID, does not use simple passwords, and changes the password periodically.",Identity authentication,high,Failed
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Configure and enable measures of handling failed logons, including terminating the session, restricting the number of failed logons, and automatically terminating the session upon session timeout.",Identity authentication,high,Failed
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Rename the default administrator account and modify its default password, or delete this account.",Access control,high,Failed
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Make sure that an auditing log records the event date, time, user, event type, event status, and other related information.",Security audit,high,Failed
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Disable unnecessary system services, default sharing, and vulnerable ports.",Intrusion Prevention,high,Failed
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Assign an account and permissions for each user.,Access control,high,Failed
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Prevent authentication information eavesdropping during remote management of servers.,Identity authentication,high,Failed
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Specify the access method and IP address range to restrict terminals that have access to the local computer through the network.,Intrusion Prevention,high,Failed
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Periodically back up auditing logs in case of unexpected deletion, modification, or overwriting.",Identity authentication,high,Success
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Make sure that vulnerabilities can be detected and fixed.,Intrusion Prevention,high,Success
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Install software to protect the system from malicious code, and update the software version and the malicious code library.",Evil Code Prevention,high,Success
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Make sure that only necessary components and applications are installed.,Intrusion Prevention,high,Success
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Configure access permissions to determine the ability of a user or a process to access a specific file or database table.,Access control,high,Success
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Make sure that the audit process is not interrupted unexpectedly.,Security audit,high,Success
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Make sure that intrusions into your servers can be detected and alerts are triggered by high-risk intrusions. ,Intrusion Prevention,high,Success
